damagearea,endday,endmonth,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
1260.15,05,04,2019,기타,산171,남양,강릉,옥계,강원,04,목요일,04,23:46:00,2019
1,05,04,2019,주택화재비화,512-1(임),관산,고양,덕양,경기,05,금요일,04,14:12:00,2019
0.15,06,04,2019,입산자실화,산56,명례,기장,장안,부산,06,토요일,04,11:38:00,2019
2,06,04,2019,기타,산79,신방,영천,자양,경북,06,토요일,04,13:27:00,2019
1.02,07,04,2019,입산자실화,산163,녹동,경주,외동,경북,07,일요일,04,06:21:00,2019
0.1,08,04,2019,쓰레기소각,산38-1,문암,음성,원남,충북,08,월요일,04,15:16:00,2019
0.06,08,04,2019,기타,산55-1,장동,이천,신둔,경기,08,월요일,04,13:14:00,2019
0.01,07,04,2019,입산자실화,산52-1,대백,창원,진해,경남,07,일요일,04,13:53:00,2019
0.1,04,04,2019,기타,산42,송전,용인,이동,경기,04,목요일,04,20:14:00,2019
0.1,06,04,2019,기타,산247,옥적,여수,화양,전남,06,토요일,04,11:30:00,2019
0.01,19,04,2019,담뱃불실화,산57,이매,성남,분당,경기,19,금요일,04,18:20:00,2019
0.04,16,04,2019,쓰레기소각,산107-1,고모,김포,풍무,경기,16,화요일,04,12:11:00,2019
0.06,13,04,2019,기타,산201-1,장속,남양주,별내,경기,13,토요일,04,15:12:00,2019
0.16,09,04,2019,담뱃불실화,산86-1,정,포천,소흘,경기,09,화요일,04,13:08:00,2019
0.8,08,04,2019,기타,산25,장죽,보은,보은,충북,08,월요일,04,12:04:00,2019
0.01,06,04,2019,기타,산11,성대,문경,마성,경북,06,토요일,04,17:14:00,2019
2,17,04,2019,기타,산6-2,백석,안성,금광,경기,17,수요일,04,14:29:00,2019
0.05,04,04,2019,기타,산145,관하,진천,백곡,충북,04,목요일,04,20:51:00,2019
0.02,18,04,2019,기타,산13,오,남,이장,광주,18,목요일,04,16:29:00,2019
0.02,17,04,2019,기타,산96-1,제내,연천,미산,경기,17,수요일,04,13:41:00,2019
0.1,17,04,2019,쓰레기소각,산137,사기소,청도,매전,경북,17,수요일,04,13:17:00,2019
0.03,16,04,2019,기타,산138,학현,기장,장안,부산,16,화요일,04,12:08:00,2019
1.2,16,04,2019,주택화재비화,산76-1,정곡,경주,외동,경북,15,월요일,04,22:15:00,2019
0.03,13,04,2019,기타,24-1,광전,당진,면천,충남,13,토요일,04,14:29:00,2019
0.03,13,04,2019,기타,산41-15,삼덕,평택,안중,경기,13,토요일,04,12:53:00,2019
0.01,09,04,2019,쓰레기소각,산51-4,남송,진안,진안,전북,09,화요일,04,11:30:00,2019
0.09,08,04,2019,기타,산2-1,용계,하남,초일,경기,08,월요일,04,18:30:00,2019
1,07,04,2019,기타,산25,원암,예천,유천,경북,07,일요일,04,16:30:00,2019
0.1,07,04,2019,기타,산153-1,관성,노원,상계,서울,07,일요일,04,15:07:00,2019
0.1,06,04,2019,기타,산49-10,고성,상주,사벌,경북,06,토요일,04,14:57:00,2019
0.01,06,04,2019,입산자실화,산197-2,구수,포항,흥해,경북,06,토요일,04,13:29:00,2019
0.01,06,04,2019,입산자실화,산125-1,도산,수성,이천,대구,06,토요일,04,09:59:00,2019
0.1,05,04,2019,기타,산52,화산,영천,북안,경북,05,금요일,04,15:15:00,2019
1266.62,05,04,2019,기타,산89-2,상원,고성,토성,강원,04,목요일,04,19:17:00,2019
0.05,19,04,2019,입산자실화,산31-38,와석,천안,병천,충남,19,금요일,04,18:09:00,2019
0.03,20,04,2019,입산자실화,산102,창기,춘천,사북,강원,20,토요일,04,12:27:00,2019
0.03,08,04,2019,기타,산60-21,엄소,안성,미양,경기,08,월요일,04,13:37:00,2019
0.03,06,04,2019,기타,163-2,월오,당진,정미,충남,06,토요일,04,11:30:00,2019
0.1,06,04,2019,기타,산136,미원,영천,화산,경북,06,토요일,04,12:09:00,2019
2,07,04,2019,입산자실화,산45,삼전,달성,가창,대구,06,토요일,04,20:28:00,2019
0.3,07,04,2019,기타,산62,문호,영월,김삿갓,강원,07,일요일,04,10:39:00,2019
0.01,08,04,2019,주택화재비화,산24-1,홍계,태안,안면,충남,08,월요일,04,12:32:00,2019
0.7,09,04,2019,기타,산178외 3필지,구왕,가평,설악,경기,09,화요일,04,13:18:00,2019
0.3,12,04,2019,쓰레기소각,산14-1외3필,대각,청주,상당,충북,12,금요일,04,13:39:00,2019
0.01,13,04,2019,쓰레기소각,6-5,정자,보령,남곡,충남,13,토요일,04,15:57:00,2019
0.1,15,04,2019,입산자실화,산1-3,동천,청주,미원,충북,15,월요일,04,15:38:00,2019
1.5,16,04,2019,기타,산2-1외25필,동천,유성,대정,대전,16,화요일,04,13:40:00,2019
0.05,16,04,2019,입산자실화,산129-1,대자,논산,가야곡,충남,16,화요일,04,17:14:00,2019
0.12,17,04,2019,기타,산151-265외3필,치산,양평,서종,경기,17,수요일,04,14:57:00,2019
0.1,18,04,2019,기타,산140,중촌,포항,대송,경북,18,목요일,04,10:53:00,2019
0.03,20,04,2019,기타,산3,존도,공주,계룡,충남,20,토요일,04,10:12:00,2019
3.6,05,04,2019,기타,산43-2,초곡,포항,대송,경북,05,금요일,04,02:50:00,2019
0.6,08,04,2019,기타,산34-2,마,성남,분당,경기,08,월요일,04,13:34:00,2019
1.5,09,04,2019,담뱃불실화,산113-1,성내,평택,진위,경기,09,화요일,04,11:15:00,2019
0.01,07,04,2019,쓰레기소각,214-1,합강,평택,진위,경기,07,일요일,04,16:25:00,2019
0.04,07,04,2019,기타,산1-11,감곡,고양,덕양,경기,07,일요일,04,13:22:00,2019
0.5,06,04,2019,입산자실화,산41,장선,영천,신녕,경북,06,토요일,04,13:45:00,2019
0.01,05,04,2019,담뱃불실화,산107,가당,산청,신안,경남,05,금요일,04,15:57:00,2019
0.01,20,04,2019,기타,9임,석수,문경,산양,경북,20,토요일,04,12:07:00,2019
0.05,17,04,2019,입산자실화,산68,선교,동,도,대구,17,수요일,04,20:49:00,2019
0.01,16,04,2019,입산자실화,산278,용각,창녕,장마,경남,16,화요일,04,17:01:00,2019
0.02,22,04,2018,기타,산57,팔산,안동,임동,경북,22,일요일,04,11:03:00,2018
0.01,22,04,2018,입산자실화,산46-1,탑동,제천,금성,충북,22,일요일,04,15:16:00,2018
3,21,04,2018,입산자실화,산18-1,청도,인제,인제,강원,21,토요일,04,11:35:00,2018
0.01,27,04,2018,입산자실화,산1-4,송생,남동,만수,인천,27,금요일,04,12:56:00,2018
0.02,30,04,2018,입산자실화,산91,조평,사천,정동,경남,30,월요일,04,06:34:00,2018
0.03,29,04,2018,기타,산10-2,발산,대덕,와,대전,29,일요일,04,16:11:00,2018
0.02,30,04,2018,입산자실화,산48-1,노동,완주,운주,전북,30,월요일,04,14:09:00,2018
0.01,29,04,2018,입산자실화,산21,오봉,무주,부남,전북,29,일요일,04,15:02:00,2018
0.15,29,04,2018,입산자실화,산11-2,신원,안양,만안,경기,29,일요일,04,14:56:00,2018
0.1,29,04,2018,입산자실화,산78-1,금지,상주,화동,경북,29,일요일,04,15:29:00,2018
0.1,28,04,2018,기타,산6-1외1개소,원평,안동,일직,경북,28,토요일,04,13:52:00,2018
0.4,01,05,2018,입산자실화,산141외4필지,화양,고령,운수,경북,01,화요일,05,15:42:00,2018
40.05,28,03,2018,기타,산19,하산,고성,간성,강원,28,수요일,03,06:19:00,2018
0.02,11,05,2018,기타,산332-2,금암,김제,금산,전북,11,금요일,05,14:05:00,2018
0.2,22,05,2018,입산자실화,산15-3,녹천,청송,청송,경북,22,화요일,05,10:41:00,2018
0.07,01,06,2018,주택화재비화,산55,조탑,공주,신풍,충남,01,금요일,06,10:40:00,2018
0.01,01,06,2018,입산자실화,산32-1,남계,춘천,신북,강원,01,금요일,06,14:30:00,2018
0.1,03,06,2018,입산자실화,산4,광암,경주,감포,경북,03,일요일,06,14:05:00,2018
0.03,03,06,2018,기타,산56,오룡,중랑,면목,서울,03,일요일,06,17:14:00,2018
0.01,03,06,2018,입산자실화,산98외,노현,보성,득량,전남,03,일요일,06,12:40:00,2018
0.05,02,06,2018,기타,산17-1,용곡,금정,노포,부산,02,토요일,06,13:14:00,2018
0.03,01,06,2018,주택화재비화,산180-2,죽천,양평,양서,경기,01,금요일,06,19:55:00,2018
0.01,04,06,2018,기타,산11-96,신왕,서대문,홍은,서울,04,월요일,06,11:04:00,2018
0.01,02,06,2018,기타,산125-10,금산,노원,월계,서울,02,토요일,06,09:13:00,2018
0.02,05,06,2018,입산자실화,산8,덕남,부여,내산,충남,05,화요일,06,09:40:00,2018
0.08,09,06,2018,입산자실화,260-1(임),돈대,화성,매송,경기,09,토요일,06,10:10:00,2018
0.02,07,06,2018,기타,산21-1,덕산,은평,수색,서울,07,목요일,06,14:46:00,2018
0.02,10,06,2018,입산자실화,산49,수원,장수,계남,전북,10,일요일,06,12:16:00,2018
0.01,15,06,2018,입산자실화,산104,천촌,장흥,장동,전남,15,금요일,06,16:45:00,2018
0.16,17,06,2018,기타,산23-5,퇴로,장군,장군,세종,16,토요일,06,20:34:00,2018
0.01,17,06,2018,입산자실화,산4-1,죽천,공주,유구,충남,17,일요일,06,14:45:00,2018
0.03,18,06,2018,기타,산72,화동,안동,일직,경북,18,월요일,06,13:20:00,2018
0.01,21,06,2018,쓰레기소각,산13-2,관대,칠곡,약목,경북,21,목요일,06,11:59:00,2018
0.02,21,06,2018,기타,산130,원,담양,월산,전남,21,목요일,06,15:20:00,2018
0.01,21,06,2018,입산자실화,산79,달계,청양,대치,충남,21,목요일,06,17:00:00,2018
0.15,22,06,2018,입산자실화,산6-7,온혜,청주,문의,충북,22,금요일,06,03:44:00,2018
0.02,21,06,2018,입산자실화,산161,손곡,장성,장성,전남,21,목요일,06,13:20:00,2018
0.02,21,06,2018,입산자실화,산13-28,연탄,포항,흥해,경북,21,목요일,06,14:49:00,2018
0.3,23,06,2018,기타,산50,추곡,김천,조마,경북,23,토요일,06,13:14:00,2018
0.02,23,06,2018,입산자실화,산88,화상대,칠곡,왜관,경북,23,토요일,06,11:50:00,2018
0.02,23,06,2018,입산자실화,산80,두만,함안,칠북,경남,23,토요일,06,17:00:00,2018
0.01,23,06,2018,입산자실화,산83,노,영동,상촌,충북,23,토요일,06,17:19:00,2018
0.05,24,06,2018,입산자실화,산54-1,흥안,장수,장수,전북,24,일요일,06,12:20:00,2018
0.03,24,06,2018,입산자실화,산111,일봉,거창,신원,경남,24,일요일,06,12:53:00,2018
3,24,06,2018,입산자실화,"산7,8",양산,경주,서,경북,24,일요일,06,14:30:00,2018
0.02,24,06,2018,입산자실화,산16-1,노성,밀양,부북,경남,24,일요일,06,15:25:00,2018
0.01,24,06,2018,기타,산13-28,행화,포항,흥해,경북,24,일요일,06,15:51:00,2018
1,24,06,2018,입산자실화,산47,수원,홍천,북방,강원,24,일요일,06,16:42:00,2018
0.01,23,06,2018,입산자실화,산37-1,삼방,인제,남,강원,22,금요일,06,18:02:00,2018
0.05,22,06,2018,입산자실화,산2-1,대양,양구,남,강원,22,금요일,06,15:00:00,2018
0.01,22,06,2018,쓰레기소각,산79,부곡,청주,현도,충북,22,금요일,06,14:57:00,2018
0.07,23,06,2018,쓰레기소각,산168,가정,안동,도산,경북,23,토요일,06,14:55:00,2018
0.05,22,06,2018,기타,산58,월계,구미,광평,경북,22,금요일,06,14:00:00,2018
0.02,25,06,2018,입산자실화,산24-4,양전,함양,유림,경남,25,월요일,06,09:28:00,2018
0.1,22,06,2018,입산자실화,산37-1,이촌,증평,증평,충북,22,금요일,06,13:10:00,2018
0.01,23,06,2018,입산자실화,산261,정산,춘천,북산,강원,23,토요일,06,14:20:00,2018
0.25,24,06,2018,입산자실화,산46-1,신전,홍천,내촌,강원,24,일요일,06,17:30:00,2018
0.02,22,06,2018,입산자실화,산23-1,상남,공주,의당,충남,22,금요일,06,14:00:00,2018
0.06,25,06,2018,기타,산113,황계,고령,덕곡,경북,25,월요일,06,15:43:00,2018
0.02,26,06,2018,기타,산26,품걸,포항,흥해,경북,26,화요일,06,10:31:00,2018
0.01,17,07,2018,기타,산87,정금,보성,복내,전남,17,화요일,07,12:30:00,2018
0.05,17,07,2018,기타,산24-1,부곡,논산,벌곡,충남,17,화요일,07,12:05:00,2018
0.05,24,07,2018,기타,산31,월운,진안,안천,전북,24,화요일,07,12:50:00,2018
0.01,24,07,2018,기타,산132,병옥,영양,청기,경북,24,화요일,07,16:46:00,2018
0.01,23,07,2018,기타,산17-1,상화,영동,매곡,충북,23,월요일,07,14:38:00,2018
0.02,21,07,2018,기타,산33,빙계,옥천,청산,충북,21,토요일,07,14:38:00,2018
0.06,29,07,2018,기타,200-4임,사정,김천,감문,경북,29,일요일,07,15:15:00,2018
0.06,29,07,2018,입산자실화,산5-1,중,안산,상록,경기,29,일요일,07,16:50:00,2018
0.01,29,07,2018,기타,산88,고단,춘천,남,강원,29,일요일,07,13:48:00,2018
0.01,28,07,2018,입산자실화,산81-1,청천,담양,용,전남,28,토요일,07,09:00:00,2018
1.5,29,07,2018,기타,산67-1,향소,고령,개진,경북,29,일요일,07,10:15:00,2018
0.01,30,07,2018,입산자실화,산8,대평,군포,속달,경기,30,월요일,07,09:19:00,2018
0.3,30,07,2018,입산자실화,산120,안용,군산,소룡,전북,30,월요일,07,13:05:00,2018
0.05,31,07,2018,입산자실화,산49-15,이진,청송,진보,경북,31,화요일,07,11:20:00,2018
0.2,31,07,2018,기타,산106-2,팔곡1,원주,부론,강원,31,화요일,07,15:04:00,2018
0.1,02,08,2018,입산자실화,산108-4,상안,장수,계남,전북,02,목요일,08,12:30:00,2018
0.4,02,08,2018,입산자실화,산21-1,두북,공주,신기,충남,02,목요일,08,10:02:00,2018
0.03,02,08,2018,입산자실화,산33-1,반촌,울주,청량,울산,02,목요일,08,16:10:00,2018
0.01,02,08,2018,입산자실화,산36,화암,합천,용주,경남,02,목요일,08,15:19:00,2018
0.1,01,08,2018,기타,산1-1,석수,춘천,동,강원,01,수요일,08,08:51:00,2018
0.3,03,08,2018,입산자실화,산131,왕창,횡성,우천,강원,03,금요일,08,10:28:00,2018
0.01,02,08,2018,기타,산43-1,도북,안산,상록,경기,02,목요일,08,19:00:00,2018
0.03,05,08,2018,입산자실화,산13-1,궁산,홍천,동,강원,05,일요일,08,16:35:00,2018
0.01,05,08,2018,기타,산27-47,운산,영양,입암,경북,05,일요일,08,13:48:00,2018
0.3,05,08,2018,쓰레기소각,산23,용복,의성,단촌,경북,05,일요일,08,10:46:00,2018
0.05,04,08,2018,입산자실화,산39,장암,의성,춘산,경북,04,토요일,08,16:40:00,2018
0.01,06,08,2018,입산자실화,산119,어은,산청,신등,경남,04,토요일,08,10:24:00,2018
0.5,04,08,2018,쓰레기소각,산184,월곡,울주,청량,울산,04,토요일,08,05:40:00,2018
0.02,05,08,2018,입산자실화,산92-1,덕촌,강릉,왕산,강원,05,일요일,08,18:28:00,2018
0.5,06,08,2018,기타,640-3,석수,무안,청계,전남,06,월요일,08,16:00:00,2018
0.02,07,08,2018,기타,산31,마진도,양평,단월,경기,07,화요일,08,14:51:00,2018
0.05,08,08,2018,주택화재비화,산20-1,득암,고성,고성,경남,08,수요일,08,12:14:00,2018
0.08,09,08,2018,입산자실화,산78-10,월용,상주,이안,경북,09,목요일,08,16:30:00,2018
3,09,08,2018,기타,산66-5,조곡,울주,온산,울산,09,목요일,08,09:50:00,2018
0.01,09,08,2018,기타,산29-1,문암,수영,민락,부산,09,목요일,08,15:42:00,2018
0.23,12,08,2018,입산자실화,산1-4,남전,군포,둔대,경기,12,일요일,08,11:00:00,2018
0.01,16,08,2018,입산자실화,산41-29,완창,안산,상록,경기,16,목요일,08,06:50:00,2018
0.25,15,08,2018,입산자실화,산201,화대,횡성,안흥,강원,15,수요일,08,12:20:00,2018
5,16,08,2018,기타,산2-2,소야,군위,우보,경북,15,수요일,08,12:30:00,2018
0.06,15,08,2018,기타,산3,대전,공주,우성,충남,15,수요일,08,13:00:00,2018
0.1,15,08,2018,입산자실화,산129,봉학,청양,화성,충남,15,수요일,08,16:00:00,2018
0.3,16,08,2018,입산자실화,"산11-4,9",남전,안양,만안,경기,15,수요일,08,18:33:00,2018
0.2,17,08,2018,기타,산28,이동,양평,강하,경기,17,금요일,08,13:00:00,2018
0.01,19,08,2018,입산자실화,산33,신곡,함양,수동,경남,19,일요일,08,09:42:00,2018
0.01,18,08,2018,기타,산9-13,반곡,고창,심원,전북,18,토요일,08,13:10:00,2018
0.01,18,08,2018,기타,산16,진촌,나주,동강,전남,18,토요일,08,16:25:00,2018
1,18,08,2018,담뱃불실화,산38-1,여래미,전주,완산,전북,18,토요일,08,14:28:00,2018
0.01,18,08,2018,입산자실화,산38-1,추암,상주,화북,경북,18,토요일,08,11:04:00,2018
0.01,20,08,2018,기타,산79-1,대석,화성,장안,경기,20,월요일,08,12:23:00,2018
0.5,17,08,2018,입산자실화,산33외11,제령,춘천,동,강원,17,금요일,08,13:46:00,2018
0.01,19,08,2018,기타,산45,하송,단양,대강,충북,19,일요일,08,16:00:00,2018
0.01,19,08,2018,기타,산27-2,자등,김제,서암,전북,19,일요일,08,16:35:00,2018
0.5,19,08,2018,입산자실화,산11-2,초곡,안양,만안,경기,18,토요일,08,23:59:00,2018
0.01,18,08,2018,기타,산20,초곡,신안,장산,전남,18,토요일,08,12:55:00,2018
0.02,19,08,2018,기타,산23-2,구복,완도,약산,전남,19,일요일,08,16:35:00,2018
0.01,19,08,2018,쓰레기소각,산63-1,귀호,청주,미원,충북,19,일요일,08,13:40:00,2018
0.01,19,08,2018,기타,산122-3,대문,괴산,장연,충북,19,일요일,08,14:20:00,2018
0.05,18,08,2018,입산자실화,산31-1,사봉,보은,산외,충북,18,토요일,08,18:01:00,2018
0.01,22,08,2018,기타,산14-2,황막,영동,양강,충북,22,수요일,08,15:31:00,2018
0.06,22,08,2018,입산자실화,산16,당인,강서,미음,부산,22,수요일,08,09:14:00,2018
0.01,22,08,2018,쓰레기소각,산27,용소,완주,운주,전북,22,수요일,08,16:12:00,2018
0.04,11,09,2018,기타,산113,양덕,포천,일동,경기,11,화요일,09,13:33:00,2018
0.2,25,09,2018,기타,산103,옥림,옹진,덕적,인천,25,화요일,09,11:56:00,2018
0.01,30,09,2018,입산자실화,산167,척천,상주,외서,경북,30,일요일,09,15:00:00,2018
0.01,02,10,2018,입산자실화,산72-1,옥전,성주,벽진,경북,02,화요일,10,11:45:00,2018
0.01,04,10,2018,입산자실화,산226-1,옹암,인제,남,강원,04,목요일,10,13:30:00,2018
0.01,03,10,2018,기타,산63,벽교,보성,율어,전남,03,수요일,10,14:35:00,2018
0.03,04,10,2018,주택화재비화,산3-14,어옥,종로,옥인,서울,04,목요일,10,03:51:00,2018
0.1,18,10,2018,입산자실화,산56-2,대곡,고령,쌍림,경북,18,목요일,10,11:47:00,2018
0.1,20,10,2018,기타,산128-1,창곡,상주,화동,경북,20,토요일,10,16:50:00,2018
0.01,20,10,2018,입산자실화,산54-33,신전,남,대연,부산,20,토요일,10,14:56:00,2018
0.05,23,10,2018,기타,산149,금천,옹진,백령,인천,22,월요일,10,18:30:00,2018
0.1,31,10,2018,입산자실화,산55-2,구음,예산,신양,충남,31,수요일,10,12:20:00,2018
0.01,13,11,2018,기타,산274,하정,장성,서삼,전남,13,화요일,11,12:40:00,2018
0.02,15,11,2018,기타,산3-14,가곡,종로,옥인,서울,15,목요일,11,13:11:00,2018
0.06,19,11,2018,쓰레기소각,산5,고창,양평,강상,경기,19,월요일,11,15:45:00,2018
0.1,20,11,2018,기타,산53,용정,가평,북,경기,20,화요일,11,15:50:00,2018
0.01,22,11,2018,기타,산149-50,화평,해운대,우,부산,22,목요일,11,16:47:00,2018
0.3,22,11,2018,기타,산72-1,홍대,순천,낙안,전남,22,목요일,11,15:33:00,2018
0.1,22,11,2018,입산자실화,산487,운천,철원,서,강원,22,목요일,11,14:24:00,2018
0.1,23,11,2018,쓰레기소각,산1,묵,삼척,근덕,강원,23,금요일,11,09:52:00,2018
0.03,26,11,2018,기타,산17-5,기포,삼척,근덕,강원,26,월요일,11,06:30:00,2018
0.01,26,11,2018,입산자실화,산119-21,현암,거제,옥포,경남,26,월요일,11,11:49:00,2018
0.4,28,11,2018,입산자실화,산172,오색,창원,구산,경남,27,화요일,11,23:37:00,2018
0.1,29,11,2018,쓰레기소각,산156,속달,영천,화남,경북,29,목요일,11,14:50:00,2018
0.01,29,11,2018,기타,산34,소월,진천,백곡,충북,29,목요일,11,12:14:00,2018
0.2,02,12,2018,입산자실화,산141-1,창포,완주,동상,전북,02,일요일,12,12:42:00,2018
0.06,01,12,2018,기타,산128-1,장안,노원,월계,서울,01,토요일,12,10:29:00,2018
0.05,01,12,2018,기타,산4-5,송현,강서,내발산,서울,01,토요일,12,03:46:00,2018
0.01,05,12,2018,기타,산72,삼옥,강진,옴천,전남,05,수요일,12,16:58:00,2018
0.01,10,12,2018,쓰레기소각,산103-120,자매,안양,안양,경기,10,월요일,12,10:05:00,2018
0.02,14,12,2018,쓰레기소각,산106-1,노곡,완도,군외,전남,14,금요일,12,12:50:00,2018
0.01,17,12,2018,기타,산3,신천,순천,남정,전남,17,월요일,12,19:15:00,2018
0.01,19,12,2018,담뱃불실화,산38,위,부평,십정,인천,19,수요일,12,16:35:00,2018
0.16,21,12,2018,쓰레기소각,산148,웅진,기장,장안,부산,20,목요일,12,23:21:00,2018
0.01,21,12,2018,기타,산3-1,관대,포항,북,경북,21,금요일,12,13:17:00,2018
0.01,22,12,2018,입산자실화,산100-1,태평,거제,일운,경남,22,토요일,12,11:45:00,2018
0.05,22,12,2018,쓰레기소각,산18임,차산,평창,진부,강원,22,토요일,12,14:17:00,2018
0.02,25,12,2018,기타,산50,범왕,중랑,망우,서울,25,화요일,12,18:59:00,2018
0.2,23,12,2018,쓰레기소각,산18-1,중암,예산,봉산,충남,23,일요일,12,15:34:00,2018
0.1,19,12,2018,쓰레기소각,195-4,동곡,홍성,광천,충남,19,수요일,12,13:44:00,2018
0.3,23,12,2018,입산자실화,산30,매남,부천,작,경기,23,일요일,12,18:33:00,2018
0.2,27,12,2018,기타,산66,황산,보성,회천,전남,27,목요일,12,07:07:00,2018
0.01,27,12,2018,기타,산134,용정,진주,미천,경남,27,목요일,12,10:18:00,2018
0.03,27,12,2018,기타,산46-4,남포,가평,가평,경기,27,목요일,12,11:56:00,2018
0.02,28,12,2018,주택화재비화,산19-1,지소,화성,팔탄,경기,28,금요일,12,15:30:00,2018
0.07,28,12,2018,주택화재비화,"산96,산98",공암,안동,북후,경북,28,금요일,12,13:12:00,2018
0.1,30,12,2018,기타,산11-1,어곡,보성,율어,전남,30,일요일,12,14:15:00,2018
0.01,30,12,2018,기타,산77-1,대전,옥천,청성,충북,30,일요일,12,12:04:00,2018
0.05,29,12,2018,기타,839,송림,서,가수원,대전,29,토요일,12,14:37:00,2018
10,29,12,2018,주택화재비화,산57,품걸,삼척,미로,강원,28,금요일,12,20:43:00,2018
0.01,30,12,2018,기타,산70외,임평,상주,외서,경북,30,일요일,12,11:48:00,2018
0.09,28,12,2018,입산자실화,산94,모화,익산,웅포,전북,28,금요일,12,12:15:00,2018
0.3,28,12,2018,기타,산199,삼항,남양주,진건,경기,28,금요일,12,03:42:00,2018
0.2,31,12,2018,기타,산17,금곡,완주,화산,전북,31,월요일,12,12:50:00,2018
0.1,31,12,2018,기타,산143-1,화악,순천,서,전남,31,월요일,12,13:05:00,2018
0.1,31,12,2018,쓰레기소각,산121,신흥,구례,간전,전남,31,월요일,12,13:50:00,2018
0.03,31,12,2018,기타,산37,금곡,사하,당리,부산,31,월요일,12,16:37:00,2018
0.2,10,01,2017,기타,산65,임초,용인,이동,경기,10,화요일,01,15:40:00,2017
0.5,11,01,2017,쓰레기소각,산103,두산,영양,청기,경북,11,수요일,01,20:25:00,2017
0.05,11,01,2017,기타,산8,흥양,춘천,서,강원,11,수요일,01,14:22:00,2017
0.02,16,01,2017,쓰레기소각,산83,강촌,양양,서,강원,16,월요일,01,13:39:00,2017
0.06,15,01,2017,입산자실화,산1-1,용담,군포,군포,경기,15,일요일,01,11:55:00,2017
0.01,15,04,2019,입산자실화,산15-7,상동,경산,와촌,경북,15,월요일,04,10:55:00,2019
0.03,12,04,2019,쓰레기소각,산35,신암,중,목달,대전,12,금요일,04,12:15:00,2019
0.16,05,04,2019,입산자실화,산76-4,임초,포항,북,경북,05,금요일,04,09:24:00,2019
0.01,07,04,2019,기타,산68,반계,사하,감천,부산,07,일요일,04,09:14:00,2019
0.01,06,04,2019,입산자실화,산222-1,산음,동래,온천3,부산,06,토요일,04,11:39:00,2019
4,05,04,2019,기타,산65-1,임천,기장,장안,부산,05,금요일,04,02:02:00,2019
0.01,13,04,2019,기타,산113,풍암,도봉,도봉,서울,13,토요일,04,13:46:00,2019
0.09,16,04,2019,입산자실화,126-2(임),무갑,고성,현내,강원,16,화요일,04,11:44:00,2019
0.2,17,04,2019,담뱃불실화,산53,월호,영월,영월,강원,17,수요일,04,13:52:00,2019
0.03,06,04,2019,쓰레기소각,산124,사산,진주,수곡,경남,06,토요일,04,13:08:00,2019
0.03,19,04,2019,쓰레기소각,산92-4,여천,연천,백학,경기,19,금요일,04,14:53:00,2019
0.1,18,04,2019,주택화재비화,산44-2,무릉,유성,성북,대전,18,목요일,04,13:24:00,2019
0.1,17,04,2019,기타,1-7(임),존도,가평,설악,경기,17,수요일,04,10:35:00,2019
0.15,15,04,2019,기타,산23-9,군업,안동,임동,경북,15,월요일,04,17:10:00,2019
0.57,12,04,2019,기타,산48-1,삼산,양구,양구,강원,12,금요일,04,20:58:00,2019
0.5,08,04,2019,입산자실화,산37-1,두미,인제,남,강원,08,월요일,04,14:45:00,2019
0.01,20,04,2019,입산자실화,산56-1,방제,임실,성수,전북,20,토요일,04,15:50:00,2019
0.02,22,04,2019,기타,산143-1,송림,남양주,화도,경기,22,월요일,04,15:30:00,2019
0.05,06,05,2019,입산자실화,산162,대신,하동,화개,경남,06,월요일,05,13:44:00,2019
1.5,07,05,2019,기타,산116-1,보석,여주,북내,경기,07,화요일,05,16:07:00,2019
0.4,09,05,2019,기타,산9-1,산수,서,시천,인천,09,목요일,05,20:45:00,2019
0.05,11,05,2019,입산자실화,산136외,삽교,광양,옥룡,전남,11,토요일,05,12:28:00,2019
0.01,12,05,2019,입산자실화,산202,유현,경산,용성,경북,12,일요일,05,11:43:00,2019
0.05,13,05,2019,기타,산3-1,상번천,함양,서하,경남,13,월요일,05,19:11:00,2019
0.01,17,05,2019,기타,산112-20,갈면,남양주,진건,경기,17,금요일,05,09:12:00,2019
0.16,04,05,2019,기타,산150-2임,양동,옹진,백령,인천,04,토요일,05,13:10:00,2019
0.1,12,05,2019,입산자실화,산51,마룡,청송,안덕,경북,11,토요일,05,22:24:00,2019
0.03,13,05,2019,입산자실화,산21,도갑,공주,반포,충남,13,월요일,05,04:30:00,2019
0.2,15,05,2019,입산자실화,산45,하송,고령,성산,경북,15,수요일,05,11:20:00,2019
0.01,21,05,2019,입산자실화,산179,물한,포항,송라,경북,21,화요일,05,11:28:00,2019
0.06,11,05,2019,입산자실화,334-5,가사,화성,남양,경기,11,토요일,05,08:51:00,2019
0.06,09,05,2019,입산자실화,산28-1,신왕,보령,죽정,충남,09,목요일,05,11:40:00,2019
2,07,05,2019,입산자실화,산1-1,가곡,춘천,동,강원,07,화요일,05,11:47:00,2019
0.01,06,05,2019,입산자실화,산71-2,유천,장수,계북,전북,06,월요일,05,10:45:00,2019
0.01,03,05,2019,입산자실화,산10,하시동,경주,외동,경북,03,금요일,05,11:00:00,2019
0.3,22,04,2019,기타,산42,호매실,청주,가덕,충북,22,월요일,04,13:48:00,2019
