damagearea,endday,endmonth,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.05,09,08,2015,입산자실화,산157,성천,김해,일로,경남,09,일요일,08,13:00:00,2015
0.1,07,08,2015,기타,산56,갈월,신안,산외,전남,07,금요일,08,15:20:00,2015
0.1,07,08,2015,입산자실화,산111-1,금천,안동,간성,경북,07,금요일,08,08:00:00,2015
0.03,02,08,2015,기타,산29,구미,청송,구완,경북,02,일요일,08,21:45:00,2015
0.1,31,07,2015,입산자실화,산49,양지,경주,충화,경북,31,금요일,07,14:50:00,2015
0.1,05,07,2015,입산자실화,산236-1,삼,충주,남,충북,05,일요일,07,13:21:00,2015
0.3,05,07,2015,입산자실화,산40,포전,진천,낭월,충북,04,토요일,07,18:51:00,2015
0.1,04,07,2015,담뱃불실화,산8-1,호,보은,계곡,충북,04,토요일,07,10:10:00,2015
0.12,23,06,2015,농산부산물소각,194.0,길성,화성,부암,경기,23,화요일,06,14:45:00,2015
0.1,22,06,2015,기타,산51,가중,홍천,수동,강원,22,월요일,06,14:40:00,2015
0.02,19,06,2015,기타,산22,목동,안양 만안,전곡,경기,19,금요일,06,17:10:00,2015
0.12,19,06,2015,쓰레기소각,산136-1,단석,무안,서신,전남,19,금요일,06,13:39:00,2015
1.1,19,06,2015,입산자실화,산37,선당,보은,운산,충북,18,목요일,06,18:40:00,2015
0.05,01,05,2017,입산자실화,산11-1,명암,고성,동로,강원,01,월요일,05,14:40:00,2017
0.1,01,05,2017,기타,산19-1,오성,중,원,대전,01,월요일,05,14:20:00,2017
0.05,01,05,2017,입산자실화,산33-1,원창,부여,칠전,충남,01,월요일,05,13:55:00,2017
0.5,01,05,2017,기타,산37-1,영동,인제,겸,강원,01,월요일,05,12:30:00,2017
0.5,01,05,2017,입산자실화,산16-6,월산,동,동산,대전,30,일요일,04,21:20:00,2017
0.04,01,05,2017,기타,산48-1,모곡,해남,운산,전남,30,일요일,04,19:37:00,2017
0.01,30,04,2017,입산자실화,산22-1,화산,종로,조종,서울,30,일요일,04,15:18:00,2017
0.05,30,04,2017,입산자실화,산88,두야,함양,장평,경남,30,일요일,04,14:50:00,2017
0.1,30,04,2017,기타,산14,안보,연천,북이,경기,30,일요일,04,14:05:00,2017
0.1,30,04,2017,쓰레기소각,660-1,다목,화성,서,경기,30,일요일,04,12:59:00,2017
0.08,30,04,2017,건축물화재비화,산29-12,북평,서산,도림,충남,30,일요일,04,12:30:00,2017
0.1,30,04,2017,입산자실화,산162-4,평산,문경,내남,경북,30,일요일,04,09:50:00,2017
0.7,30,04,2017,농산부산물소각,산42-1,세심,오산,거진,경기,30,일요일,04,05:50:00,2017
0.5,30,04,2017,기타,산97,산유,춘천,왜관,강원,29,토요일,04,18:33:00,2017
0.05,29,04,2017,기타,425-3,와석,곡성,금성,전남,29,토요일,04,16:25:00,2017
0.01,29,04,2017,입산자실화,산339,지례,춘천,내,강원,29,토요일,04,15:57:00,2017
0.25,29,04,2017,기타,산5,여차,서산,비봉,충남,29,토요일,04,14:20:00,2017
2,29,04,2017,입산자실화,산91,신촌,가평,동명,경기,29,토요일,04,14:09:00,2017
0.01,29,04,2017,입산자실화,산60,목현,청양,청소,충남,29,토요일,04,14:00:00,2017
0.2,29,04,2017,입산자실화,산70-1,안보,장성,노은,전남,29,토요일,04,12:40:00,2017
0.02,29,04,2017,입산자실화,산90,죽절,춘천,곤지암,강원,29,토요일,04,12:24:00,2017
0.01,29,04,2017,입산자실화,산49-2,오성,남동,송악,인천,29,토요일,04,11:55:00,2017
0.3,29,04,2017,입산자실화,산129,권이,경주,죽정,경북,29,토요일,04,10:22:00,2017
0.1,29,04,2017,입산자실화,산24-1,칠곡,고성,임천,강원,29,토요일,04,05:20:00,2017
0.3,29,04,2017,입산자실화,산88,월암,칠곡,임하,경북,28,금요일,04,18:22:00,2017
0.01,28,04,2017,입산자실화,산70-1,다문,제천,조종,충북,28,금요일,04,14:15:00,2017
0.1,28,04,2017,입산자실화,산197-1,월석,홍천,도척,강원,28,금요일,04,14:00:00,2017
0.05,28,04,2017,입산자실화,산65-1,팔봉,완주,청운,전북,28,금요일,04,13:41:00,2017
0.3,28,04,2017,입산자실화,산123임,아산,칠곡,신풍,경북,28,금요일,04,13:19:00,2017
0.02,28,04,2017,건축물화재비화,산25-1,해문,보령,괴산,충남,28,금요일,04,12:20:00,2017
0.01,28,04,2017,입산자실화,산84,내월,충주,남양,충북,28,금요일,04,11:32:00,2017
1,28,04,2017,기타,산127,죽곡,광주,화촌,경기,28,금요일,04,11:20:00,2017
0.01,27,04,2017,기타,111-4(임),가오작,아산,선원,충남,27,목요일,04,17:15:00,2017
0.01,27,04,2017,입산자실화,산38,전곡,보령,월암,충남,27,목요일,04,15:40:00,2017
0.4,27,04,2017,기타,산33,오동,부여,지보,충남,27,목요일,04,14:25:00,2017
0.01,27,04,2017,입산자실화,산67-1,전곡,안동,봉산,경북,27,목요일,04,14:25:00,2017
0.09,27,04,2017,입산자실화,산33-1,영덕,가평,간석,경기,27,목요일,04,13:45:00,2017
0.17,27,04,2017,담뱃불실화,산1-1,동변,광주,신북,경기,27,목요일,04,12:31:00,2017
0.2,27,04,2017,기타,산50,덕천,양평,가평,경기,27,목요일,04,09:10:00,2017
0.01,26,04,2017,입산자실화,산34-6,임계,공주,광명,충남,26,수요일,04,17:30:00,2017
2,27,04,2017,입산자실화,산26-1,신기,괴산,강상,충북,26,수요일,04,17:20:00,2017
0.15,26,04,2017,쓰레기소각,639-3(임),신하,화성,연곡,경기,26,수요일,04,15:26:00,2017
0.2,26,04,2017,입산자실화,산77,영천,홍천,정미,강원,26,수요일,04,15:20:00,2017
0.5,26,04,2017,기타,산97(임),심천,강화,오류,인천,26,수요일,04,14:48:00,2017
0.03,26,04,2017,기타,산38,신계,의왕,팔봉,경기,26,수요일,04,13:22:00,2017
0.06,26,04,2017,농산부산물소각,산32,상오안,예천,서신,경북,26,수요일,04,12:18:00,2017
0.05,26,04,2017,쓰레기소각,산2,천태,유성,유구,대전,26,수요일,04,10:56:00,2017
0.01,24,04,2017,입산자실화,산19-3,선곡,남동,온정,인천,24,월요일,04,18:53:00,2017
0.01,24,04,2017,입산자실화,산253-49,양항,포천,설악,경기,24,월요일,04,17:00:00,2017
0.03,24,04,2017,입산자실화,산147,지전,가평,산성,경기,24,월요일,04,14:43:00,2017
0.2,24,04,2017,입산자실화,601-4,지화,광명,양구,경기,24,월요일,04,14:26:00,2017
0.1,24,04,2017,쓰레기소각,산95-2,늑구,양평,중동,경기,24,월요일,04,14:20:00,2017
0.3,24,04,2017,담뱃불실화,산88,장고항,강릉,북,강원,24,월요일,04,13:59:00,2017
0.07,24,04,2017,입산자실화,31.0,목왕,당진,횡성,충남,24,월요일,04,13:40:00,2017
1.2,24,04,2017,기타,"807-1,9",온수,서,영중,인천,24,월요일,04,13:40:00,2017
0.05,24,04,2017,입산자실화,산143,만천,서산,죽왕,충남,24,월요일,04,11:22:00,2017
0.15,23,04,2017,쓰레기소각,산83,호명,화성,적성,경기,23,일요일,04,16:40:00,2017
0.04,23,04,2017,입산자실화,산26-11,삼화,공주,남일,충남,23,일요일,04,16:15:00,2017
0.1,23,04,2017,입산자실화,산159,신암,울진,삼,경북,23,일요일,04,15:35:00,2017
0.01,23,04,2017,기타,산40,산계,속초,합천,강원,23,일요일,04,15:35:00,2017
0.05,23,04,2017,입산자실화,산3-28,삼화,중,살미,대전,23,일요일,04,14:23:00,2017
0.12,23,04,2017,기타,산257,석천,양구,상북,강원,23,일요일,04,14:03:00,2017
0.2,23,04,2017,쓰레기소각,산133,단광1,영월,점동,강원,23,일요일,04,13:11:00,2017
1.5,23,04,2017,입산자실화,산112,오설,가평,성환,경기,23,일요일,04,12:36:00,2017
0.06,23,04,2017,기타,산30-2,선변,횡성,동로,강원,23,일요일,04,03:08:00,2017
0.01,22,04,2017,입산자실화,산19-1,징,고양 덕양,거진,경기,22,토요일,04,17:48:00,2017
0.3,22,04,2017,입산자실화,산1-2,미장,포천,감천,경기,22,토요일,04,13:40:00,2017
0.01,20,04,2017,입산자실화,산121-1,보계,고성,내손,강원,20,목요일,04,11:30:00,2017
0.03,19,04,2017,기타,산100-1,오계,파주,덕산,경기,19,수요일,04,15:23:00,2017
0.02,16,04,2017,기타,산2-5,팔봉,청주 상당,서,충북,16,일요일,04,13:30:00,2017
0.15,16,04,2017,쓰레기소각,산54,천안,광주,매송,경기,16,일요일,04,11:35:00,2017
0.1,15,04,2017,입산자실화,산257-2,북교,합천,해미,경남,15,토요일,04,17:20:00,2017
0.2,15,04,2017,입산자실화,산7,호명,충주,상산곡,충북,15,토요일,04,15:26:00,2017
0.01,15,04,2017,입산자실화,산113,용각,양산,백령,경남,15,토요일,04,11:07:00,2017
0.4,14,04,2017,쓰레기소각,산46외 2필지,옥산,여주,조안,경기,14,금요일,04,14:00:00,2017
0.02,14,04,2017,입산자실화,산26-1,물걸,천안 서북,군내,충남,14,금요일,04,13:40:00,2017
0.01,13,04,2017,입산자실화,산44-1,백련,문경,진접,경북,13,목요일,04,16:15:00,2017
0.02,13,04,2017,기타,291(임),안인진,고성,동송,강원,13,목요일,04,15:41:00,2017
0.1,13,04,2017,농산부산물소각,산95,초왕,예천,내곡,경북,13,목요일,04,12:10:00,2017
0.17,13,04,2017,기타,산154-1,안인진,의왕,서,경기,13,목요일,04,11:33:00,2017
0.06,13,04,2017,농산부산물소각,산52,어온,제천,상북,충북,13,목요일,04,11:29:00,2017
0.35,13,04,2017,담뱃불실화,산99,남창,춘천,오남,강원,13,목요일,04,11:12:00,2017
0.1,12,04,2017,쓰레기소각,산67-14,인곡,화성,상패,경기,12,수요일,04,14:36:00,2017
0.06,12,04,2017,입산자실화,산31-2외 2필지,춘전,서산,음봉,충남,12,수요일,04,14:20:00,2017
2.5,12,04,2017,기타,산159-1,도곡,하남,통진,경기,12,수요일,04,14:15:00,2017
0.03,12,04,2017,담뱃불실화,산132-1,덕가,옹진,소초,인천,12,수요일,04,13:40:00,2017
0.16,12,04,2017,농산부산물소각,산4-1,마수,남양주,양평,경기,12,수요일,04,13:18:00,2017
0.03,12,04,2017,기타,산13-5,화정,포천,무릉도원,경기,12,수요일,04,13:00:00,2017
1,12,04,2017,농산부산물소각,산11-1,백미,남양주,대사,경기,12,수요일,04,12:36:00,2017
0.01,12,04,2017,농산부산물소각,산61,건업,철원,노은사,강원,12,수요일,04,08:40:00,2017
0.09,11,04,2017,쓰레기소각,산58,외조,서초,인헌,서울,11,화요일,04,14:30:00,2017
0.01,10,04,2017,입산자실화,산335-1,상발,철원,갈말,강원,10,월요일,04,16:50:00,2017
0.03,10,04,2017,기타,산18,삼성,울주,효성,울산,10,월요일,04,15:24:00,2017
0.03,10,04,2017,농산부산물소각,산160-2,외조,남양주,파평,경기,10,월요일,04,14:03:00,2017
0.1,10,04,2017,농산부산물소각,178-5,합강,동두천,중대,경기,10,월요일,04,12:50:00,2017
0.03,10,04,2017,입산자실화,산15-1,용암,아산,앙성,충남,10,월요일,04,12:10:00,2017
0.05,10,04,2017,쓰레기소각,128-2,산북,김포,대정,경기,10,월요일,04,11:21:00,2017
0.2,10,04,2017,기타,산139-8,내석,원주,정남,강원,10,월요일,04,11:20:00,2017
0.2,10,04,2017,쓰레기소각,산53,고현,양평,번암,경기,10,월요일,04,10:10:00,2017
0.3,08,04,2017,기타,산227,송라,영월,남양,강원,08,토요일,04,13:28:00,2017
0.01,07,04,2017,기타,산1-27,향양,중,서종,대전,07,금요일,04,14:09:00,2017
0.1,05,04,2017,농산부산물소각,247-2(임),고천,광명,정관,경기,05,수요일,04,09:36:00,2017
0.3,05,04,2017,입산자실화,산4-9,항사,관악,미천,서울,05,수요일,04,02:30:00,2017
0.1,04,04,2017,입산자실화,산140-4,금지,철원,단월,강원,04,화요일,04,19:40:00,2017
0.09,04,04,2017,입산자실화,산73-15,동부,계양,노성,인천,04,화요일,04,18:29:00,2017
0.15,04,04,2017,쓰레기소각,산36-1,외곡,파주,동,경기,04,화요일,04,17:17:00,2017
0.5,04,04,2017,농산부산물소각,산15-1,죽산,광주,영북,경기,04,화요일,04,17:05:00,2017
0.03,04,04,2017,쓰레기소각,산6,망치,충주,남양,충북,04,화요일,04,16:19:00,2017
0.2,04,04,2017,쓰레기소각,산1-1,가례,유성,문평,대전,04,화요일,04,15:20:00,2017
0.01,04,04,2017,쓰레기소각,421-2,도문,화성,퇴촌,경기,04,화요일,04,14:05:00,2017
0.02,04,04,2017,기타,201-2,속곡,장수,서신,전북,04,화요일,04,14:01:00,2017
0.1,04,04,2017,쓰레기소각,산118-1,연덕,화성,법원,경기,04,화요일,04,13:35:00,2017
0.9,04,04,2017,기타,산2-1,유금,양평,갈현,경기,04,화요일,04,13:15:00,2017
0.09,04,04,2017,쓰레기소각,산7-1,송정,기장,봉담,부산,04,화요일,04,12:40:00,2017
0.05,04,04,2017,쓰레기소각,산236,분토,진주,상계,경남,04,화요일,04,11:47:00,2017
0.6,04,04,2017,쓰레기소각,산1,원천,양평,대소원,경기,04,화요일,04,11:40:00,2017
0.6,03,04,2017,입산자실화,산2-1외 1,막곡,논산,화촌,충남,03,월요일,04,16:30:00,2017
0.01,03,04,2017,입산자실화,산109-1,당촌,양산,서,경남,03,월요일,04,16:25:00,2017
0.3,03,04,2017,기타,513.0,온혜,포천,마도,경기,03,월요일,04,16:00:00,2017
2.5,03,04,2017,쓰레기소각,산182-1,경백,화성,양동,경기,03,월요일,04,14:32:00,2017
0.05,03,04,2017,기타,산3,인산,나주,장흥,전남,03,월요일,04,13:22:00,2017
0.2,03,04,2017,건축물화재비화,산72,오천,광주,금사,경기,03,월요일,04,13:10:00,2017
0.3,03,04,2017,쓰레기소각,산58,고학,화성,대야미,경기,03,월요일,04,12:46:00,2017
0.02,02,04,2017,담뱃불실화,356-7(임),어단,파주,개군,경기,02,일요일,04,17:30:00,2017
0.09,02,04,2017,농산부산물소각,산35,신론,계양,양서,인천,02,일요일,04,17:00:00,2017
0.2,01,04,2017,쓰레기소각,산107-3,심곡,화성,대곶,경기,01,토요일,04,12:20:00,2017
0.15,30,03,2017,기타,산3-1,오색,노원,수동,서울,30,목요일,03,15:40:00,2017
0.03,30,03,2017,농산부산물소각,산31-1,대광,충주,청산,충북,30,목요일,03,15:38:00,2017
0.4,30,03,2017,농산부산물소각,산72,하광정,홍천,초평,강원,30,목요일,03,15:21:00,2017
0.01,30,03,2017,농산부산물소각,산1-1,판교,춘천,서,강원,30,목요일,03,15:10:00,2017
0.3,30,03,2017,기타,284-18,기포,화성,가정,경기,30,목요일,03,14:20:00,2017
0.15,30,03,2017,쓰레기소각,산211,현암,양평,마도,경기,30,목요일,03,14:00:00,2017
0.1,30,03,2017,기타,산8-1,묵,양주,송산,경기,30,목요일,03,13:00:00,2017
0.16,30,03,2017,쓰레기소각,산28외 1필지,선유,여주,송산,경기,30,목요일,03,12:05:00,2017
0.19,30,03,2017,입산자실화,산1-197,화수,군포,삼죽,경기,30,목요일,03,08:25:00,2017
0.2,31,03,2017,기타,산46외 1,지화,양평,변산,경기,29,수요일,03,18:10:00,2017
0.5,29,03,2017,쓰레기소각,산5,남풍,양평,모현,경기,29,수요일,03,16:18:00,2017
0.01,29,03,2017,쓰레기소각,산198-2,장봉,김포,학의,경기,29,수요일,03,14:30:00,2017
0.1,29,03,2017,입산자실화,산25-1,수상,남양주,목,경기,29,수요일,03,13:34:00,2017
0.6,29,03,2017,건축물화재비화,산114,쾌빈,연천,지평,경기,29,수요일,03,12:30:00,2017
0.02,29,03,2017,쓰레기소각,22-1,보룡,청주 흥덕,오전,충북,29,수요일,03,11:53:00,2017
0.01,28,03,2017,입산자실화,산36,진목1,진천,다인,충북,28,화요일,03,16:25:00,2017
0.02,28,03,2017,쓰레기소각,산34,상봉,순천,갑천,전남,28,화요일,03,16:02:00,2017
1,28,03,2017,기타,산29-1,자등,서,장암,인천,28,화요일,03,15:32:00,2017
0.5,28,03,2017,기타,산311-1,장덕,화성,강상,경기,28,화요일,03,14:57:00,2017
0.01,28,03,2017,기타,산67-1,청용,화성,구완,경기,28,화요일,03,10:56:00,2017
0.3,27,03,2017,기타,산46,굴업,화성,사내,경기,27,월요일,03,13:30:00,2017
0.2,27,03,2017,입산자실화,산68,임기,안성,인제,경기,27,월요일,03,12:35:00,2017
0.7,26,03,2017,농산부산물소각,산79-1,능내,부안,산양,전북,26,일요일,03,14:10:00,2017
0.76,26,03,2017,담뱃불실화,"산55,57,57-1",제비,용인 처인,장암,경기,26,일요일,03,13:18:00,2017
0.05,25,03,2017,기타,산98-102,분천,천안 동남,법전,충남,25,토요일,03,16:05:00,2017
0.1,25,03,2017,농산부산물소각,산39-2,광동,의왕,팔탄,경기,25,토요일,03,13:51:00,2017
0.01,24,03,2017,농산부산물소각,산114,안양,광주,풍,경기,24,금요일,03,16:00:00,2017
0.01,24,03,2017,쓰레기소각,산98-1,지축,양평,천천,경기,24,금요일,03,12:40:00,2017
0.04,23,03,2017,담뱃불실화,산121-1외2필지,고성,의왕,보개,경기,23,목요일,03,15:58:00,2017
1.5,23,03,2017,농산부산물소각,산40,진,의성,개포,경북,23,목요일,03,13:56:00,2017
0.5,23,03,2017,기타,산80,벽파,횡성,덕산,강원,23,목요일,03,13:42:00,2017
0.5,23,03,2017,입산자실화,산182-6,구월,의정부,석사,경기,23,목요일,03,13:30:00,2017
1,23,03,2017,쓰레기소각,389-14(임),부계,양평,법성,경기,23,목요일,03,13:25:00,2017
0.4,23,03,2017,기타,산27,방갈,중,이원,대전,23,목요일,03,13:05:00,2017
0.15,22,03,2017,입산자실화,산83,구룡,화천,광천,강원,22,수요일,03,17:54:00,2017
0.01,22,03,2017,입산자실화,산4,운룡,인제,화현,강원,22,수요일,03,16:38:00,2017
0.15,22,03,2017,기타,산56,오설,문경,덕치,경북,22,수요일,03,16:35:00,2017
0.02,22,03,2017,기타,산182-6,입석,의정부,북,경기,22,수요일,03,16:05:00,2017
1,22,03,2017,입산자실화,산185-1외 7개소,귀래,봉화,설악,경북,22,수요일,03,16:02:00,2017
0.4,22,03,2017,기타,산146,다부,화성,영월,경기,22,수요일,03,15:51:00,2017
0.05,22,03,2017,건축물화재비화,산36-3,옥계,충주,대덕,충북,22,수요일,03,14:02:00,2017
0.01,22,03,2017,농산부산물소각,산139-1,모산,장수,망월,전북,22,수요일,03,12:57:00,2017
0.02,21,03,2017,담뱃불실화,산41,노,안성,소태,경기,21,화요일,03,15:20:00,2017
0.5,21,03,2017,농산부산물소각,산52,계천,예천,불로,경북,21,화요일,03,14:35:00,2017
0.1,21,03,2017,입산자실화,산56-2,두류,예산,조안,충남,21,화요일,03,13:30:00,2017
0.05,19,03,2017,농산부산물소각,산69-1,개곡,춘천,백석,강원,19,일요일,03,18:14:00,2017
0.05,19,03,2017,기타,산87-6,남회룡,영광,단장,전남,19,일요일,03,18:01:00,2017
0.2,19,03,2017,입산자실화,산25,석화,옥천,교문,충북,19,일요일,03,16:36:00,2017
0.04,19,03,2017,기타,산20,택전,홍성,현산,충남,19,일요일,03,16:00:00,2017
0.03,19,03,2017,농산부산물소각,산4-1(임),조금,포천,북후,경기,19,일요일,03,15:49:00,2017
0.01,19,03,2017,입산자실화,산136,대안,임실,안덕,전북,19,일요일,03,14:50:00,2017
2,19,03,2017,농산부산물소각,산17,덕두원,가평,강하,경기,19,일요일,03,14:40:00,2017
0.6,19,03,2017,농산부산물소각,산66-8,마명2,가평,하남,경기,19,일요일,03,14:36:00,2017
0.2,19,03,2017,쓰레기소각,산68,완오,영월,예안,강원,19,일요일,03,14:25:00,2017
0.03,19,03,2017,농산부산물소각,산60,덕천,김천,용평,경북,19,일요일,03,14:16:00,2017
0.1,19,03,2017,농산부산물소각,산35,도관,북,설악,광주,19,일요일,03,14:00:00,2017
0.05,19,03,2017,입산자실화,산26-1,부평,충주,서종,충북,19,일요일,03,13:40:00,2017
0.3,19,03,2017,기타,산26-20,유등,서,평내,인천,19,일요일,03,13:36:00,2017
0.1,19,03,2017,농산부산물소각,산10-10,삼전,남양주,흥업,경기,19,일요일,03,13:30:00,2017
0.9,19,03,2017,입산자실화,산194-6,문형,양주,화도,경기,19,일요일,03,13:10:00,2017
0.2,19,03,2017,쓰레기소각,산191,송림,밀양,월곶,경남,19,일요일,03,13:00:00,2017
0.2,19,03,2017,농산부산물소각,산108-1,남전,구리,보개,경기,19,일요일,03,13:00:00,2017
0.03,19,03,2017,농산부산물소각,산2,신흥,해남,대신,전남,19,일요일,03,12:55:00,2017
0.1,19,03,2017,농산부산물소각,산82,거례,안동,용탄,경북,19,일요일,03,12:45:00,2017
0.03,19,03,2017,기타,산6,원암,청송,오남,경북,19,일요일,03,11:35:00,2017
1.3,19,03,2017,농산부산물소각,"산70,71",어론,양평,일동,경기,19,일요일,03,11:29:00,2017
1.5,19,03,2017,농산부산물소각,산184,오목,화천,정남,강원,19,일요일,03,10:58:00,2017
0.1,19,03,2017,건축물화재비화,산129,주치,안동,화도,경북,19,일요일,03,10:48:00,2017
0.3,19,03,2017,건축물화재비화,418-1임,우구치,평창,문산,강원,19,일요일,03,10:44:00,2017
0.15,18,03,2017,쓰레기소각,산33,대장,가평,토성,경기,18,토요일,03,17:09:00,2017
2,18,03,2017,쓰레기소각,산79,송정,양평,백곡,경기,18,토요일,03,17:00:00,2017
0.02,18,03,2017,농산부산물소각,산97-8,조령,남양주,석남,경기,18,토요일,03,17:00:00,2017
0.03,18,03,2017,건축물화재비화,산38,사동,원주,고암,강원,18,토요일,03,16:50:00,2017
0.05,18,03,2017,입산자실화,산132-1,사지원,남양주,율어,경기,18,토요일,03,15:51:00,2017
3,18,03,2017,농산부산물소각,산40,학조,김포,남이,경기,18,토요일,03,15:25:00,2017
0.2,18,03,2017,담뱃불실화,산25,의암,안성,동송,경기,18,토요일,03,15:10:00,2017
0.3,18,03,2017,농산부산물소각,산24,상기,여주,쌍백,경기,18,토요일,03,15:00:00,2017
0.04,18,03,2017,입산자실화,산33-1,흥양,충주,송학,충북,18,토요일,03,15:00:00,2017
0.1,18,03,2017,농산부산물소각,산16-12,삼산,남양주,장,경기,18,토요일,03,14:42:00,2017
0.03,18,03,2017,입산자실화,산18-2,침교,포천,팔봉,경기,18,토요일,03,14:00:00,2017
0.3,18,03,2017,농산부산물소각,산77-5,운치,화성,향남,경기,18,토요일,03,13:30:00,2017
0.6,18,03,2017,농산부산물소각,산125,무릉,남양주,남일,경기,18,토요일,03,13:20:00,2017
0.05,18,03,2017,담뱃불실화,산60-1,학동,파주,산동,경기,18,토요일,03,13:05:00,2017
0.1,18,03,2017,입산자실화,산27,운치,고성,양동,강원,18,토요일,03,13:00:00,2017
0.02,18,03,2017,기타,산16-7,부남,진천,금곡,충북,18,토요일,03,12:20:00,2017
0.02,18,03,2017,쓰레기소각,산26,판운,달전,이사,세종,18,토요일,03,11:55:00,2017
0.04,18,03,2017,쓰레기소각,산48-6,대현,서,관음,인천,18,토요일,03,09:38:00,2017
0.01,17,03,2017,건축물화재비화,산40,장전,제천,신니,충북,17,금요일,03,16:24:00,2017
0.15,17,03,2017,농산부산물소각,산52-3,덕거,보성,봉양,전남,17,금요일,03,14:02:00,2017
0.02,17,03,2017,입산자실화,산15-15,삼산,청주 서원,유양,충북,17,금요일,03,14:00:00,2017
0.1,17,03,2017,쓰레기소각,산5,장봉,철원,각산,강원,17,금요일,03,13:46:00,2017
0.02,17,03,2017,농산부산물소각,산49,상수내,합천,광암,경남,17,금요일,03,13:25:00,2017
0.01,17,03,2017,기타,산61,삼평,제천,장곡,충북,17,금요일,03,13:00:00,2017
0.5,17,03,2017,농산부산물소각,산121,임원,대덕,동산,대전,17,금요일,03,12:50:00,2017
0.02,17,03,2017,건축물화재비화,492-1,사둔,서산,퇴촌,충남,17,금요일,03,12:40:00,2017
0.05,17,03,2017,농산부산물소각,산74,동용,화성,내남,경기,17,금요일,03,11:20:00,2017
0.05,16,03,2017,기타,산40-6,미사,청주 상당,서,충북,16,목요일,03,15:09:00,2017
0.01,16,03,2017,기타,산67,상동,남원,사리,전북,16,목요일,03,15:00:00,2017
0.1,16,03,2017,쓰레기소각,657-4,배양,양평,근흥,경기,16,목요일,03,14:00:00,2017
0.1,16,03,2017,쓰레기소각,산58,산정,남양주,서,경기,16,목요일,03,13:22:00,2017
0.01,16,03,2017,기타,산17,방산,동,상서,대전,16,목요일,03,13:16:00,2017
0.04,16,03,2017,농산부산물소각,산10-2,용산,북,개천,대구,16,목요일,03,13:12:00,2017
0.06,16,03,2017,농산부산물소각,산15,상기,충주,문백,충북,16,목요일,03,12:40:00,2017
0.2,16,03,2017,입산자실화,산11,덕천,제천,삼계,충북,16,목요일,03,11:37:00,2017
0.3,15,03,2017,건축물화재비화,산42-2,보월,양주,가평,경기,15,수요일,03,15:30:00,2017
0.01,15,03,2017,쓰레기소각,산20-1,창만,동,상모,대구,15,수요일,03,14:03:00,2017
0.2,15,03,2017,농산부산물소각,산41임,오봉,동두천,김삿갓,경기,15,수요일,03,13:45:00,2017
0.02,15,03,2017,입산자실화,산44,수입,홍성,양보,충남,15,수요일,03,12:50:00,2017
0.05,15,03,2017,입산자실화,산342,남포,춘천,화도,강원,15,수요일,03,11:02:00,2017
0.09,15,03,2017,농산부산물소각,산61-1,좌운,광주,당하,경기,15,수요일,03,10:20:00,2017
0.3,14,03,2017,입산자실화,산113-1,신월,경주,진보,경북,14,화요일,03,18:30:00,2017
0.5,14,03,2017,입산자실화,산120-1,월곡,홍천,휴천,강원,14,화요일,03,15:11:00,2017
0.03,14,03,2017,쓰레기소각,산28-2,정산,괴산,서,충북,14,화요일,03,14:55:00,2017
0.01,14,03,2017,건축물화재비화,산111,매곡,태안,소양,충남,14,화요일,03,13:55:00,2017
0.3,14,03,2017,농산부산물소각,산25-1,아성,춘천,산서,강원,14,화요일,03,12:26:00,2017
0.1,14,03,2017,입산자실화,94임,인지,화천,신림,강원,14,화요일,03,12:15:00,2017
0.02,14,03,2017,입산자실화,산57-1,운학,고성,사정,경남,14,화요일,03,11:55:00,2017
0.01,14,03,2017,농산부산물소각,산26,고운,진천,양북,충북,14,화요일,03,10:25:00,2017
0.02,14,03,2017,입산자실화,산54,영장,임실,원곡,전북,14,화요일,03,09:40:00,2017
0.1,13,03,2017,농산부산물소각,산188-5,거례,가평,고창,경기,13,월요일,03,17:14:00,2017
0.01,13,03,2017,입산자실화,산46-9,도내,구미,용문,경북,13,월요일,03,16:15:00,2017
0.3,13,03,2017,기타,산97-2,대회산,영월,산동,강원,13,월요일,03,15:38:00,2017
0.05,13,03,2017,담뱃불실화,산87,상금곡,하동,서,경남,13,월요일,03,14:32:00,2017
0.09,13,03,2017,쓰레기소각,877-8,삼거,강화,청남,인천,13,월요일,03,14:30:00,2017
0.16,13,03,2017,기타,산116-3,상번천,서,마도,인천,13,월요일,03,14:00:00,2017
0.2,13,03,2017,입산자실화,산48,임천,청송,당,경북,13,월요일,03,12:23:00,2017
0.05,13,03,2017,담뱃불실화,산62-2,존도,함양,적성,경남,13,월요일,03,09:50:00,2017
0.3,12,03,2017,쓰레기소각,산24,차산,춘천,화남,강원,12,일요일,03,17:45:00,2017
0.01,12,03,2017,입산자실화,산215,무릉,완주,남,전북,12,일요일,03,17:07:00,2017
0.8,12,03,2017,농산부산물소각,산13,삼항,장수,서신,전북,12,일요일,03,14:50:00,2017
0.01,12,03,2017,기타,336-8,용담,관악,도통,서울,12,일요일,03,14:50:00,2017
1.2,12,03,2017,쓰레기소각,산21,신화,중,회인,대전,12,일요일,03,14:25:00,2017
0.03,12,03,2017,농산부산물소각,산301,갈면,경주,가은,경북,12,일요일,03,12:34:00,2017
