stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
245,Á¤À¾,2013-01-01,0.7,-3.8,0211,4.4,1330,,,,,,3.5,6.7,230,1021,3.8,200,1233,1.7,1506,90,-3.3,52,1534,74.9,4.8,1014.3,1021.8,2349,1017.6,0703,1020.0,9.8,2.7,,,,,,,,,,,0.0,-9.1,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-02,-5.4,-9.8,2343,1.2,0113,,,,,,0.1,8.2,340,0336,4.4,340,0338,1.7,1449,360,-12.1,43,1213,59.8,2.5,1025.3,1036.4,2357,1021.6,0004,1031.2,9.8,8.4,,,,,,,,,,,0.2,-12.7,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-03,-8.8,-12.6,0813,-5.4,1504,,,,,,0.0,6.5,360,1107,3.3,360,1138,1.2,1012,20,-15.4,38,1111,60.1,1.9,1031.7,1040.0,0937,1036.2,2346,1037.7,9.8,8.5,,,,,,,,,,,-0.4,-16.8,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-04,-9.2,-14.5,0735,-3.2,1424,,,,,,,5.2,20,1424,2.8,20,1452,0.9,778,20,-15.5,32,1235,63.6,1.8,1026.7,1036.5,0233,1029.1,2353,1032.6,9.9,8.5,,,,,,,,,,,-1.2,-19.8,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-05,-4.7,-13.6,0442,2.0,1218,,,,,,,4.6,360,1237,2.4,360,1404,0.8,711,20,-11.5,34,1140,60.4,2.6,1021.0,1029.4,0344,1024.7,1416,1026.7,9.9,8.3,,,,,,,,,,,-1.2,-18.5,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-06,-3.1,-7.8,2327,2.0,1257,,,,,,,5.0,360,1331,2.5,270,1147,1.0,838,360,-8.7,29,1214,67.0,3.2,1020.3,1026.7,0411,1025.3,1602,1026.0,9.9,7.6,,,,,,,,,,,-0.6,-12.8,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-07,-4.4,-9.6,0712,0.8,1452,,,,,,,6.2,20,1526,3.1,20,1535,0.9,761,360,-11.9,28,1509,58.6,2.5,1019.5,1027.3,0724,1023.9,1450,1025.3,9.9,8.4,,,,,,,,,,,-1.1,-14.3,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-08,-4.1,-9.5,0700,2.6,1435,,,,,,,6.5,340,1330,2.7,360,1336,0.6,558,340,-9.6,35,1437,68.1,3.0,1020.0,1027.5,1012,1024.4,1553,1025.8,9.9,8.2,,,,,,,,,,,-1.2,-14.2,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-09,-5.4,-9.8,2355,-1.2,1428,,,,,,,6.9,320,1449,3.7,360,1227,1.3,1090,320,-12.3,46,1531,59.1,2.4,1022.2,1029.3,2105,1026.4,1423,1028.0,9.9,6.9,,,,,,,,,,,-1.2,-14.4,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-10,-6.5,-10.1,0056,-1.8,1558,,,,,,,6.6,360,1108,3.4,360,1136,1.1,959,360,-15.9,25,1349,49.5,1.8,1025.5,1032.8,1101,1028.8,0449,1031.3,9.9,8.6,,,,,,,,,,,-1.7,-15.0,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-11,-4.2,-11.8,0658,1.8,1444,,,,,,,4.4,20,1416,2.6,20,1411,0.8,659,360,-10.5,38,1254,62.6,2.8,1023.8,1033.0,0243,1025.7,2057,1029.6,10.0,7.5,,,,,,,,,,,-1.8,-16.4,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-12,1.2,-3.3,0243,7.1,1200,,,,,,,5.3,140,0339,3.2,110,0348,0.8,732,250,-3.1,50,0338,73.8,5.0,1020.2,1028.0,0111,1024.9,1318,1025.9,10.0,2.5,,,,,,,,,,,-0.5,-7.8,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-13,-1.5,-4.1,0334,2.5,1538,,,,,,,3.8,360,1349,2.1,340,0325,0.6,542,340,-3.5,68,1646,86.4,4.7,1017.7,1026.5,0233,1020.2,1536,1023.4,10.0,0.0,,,,,,,,,,,-0.4,-9.5,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-14,-1.0,-6.9,0646,4.5,1458,,,,,,,5.7,320,2032,3.0,340,2057,0.8,711,290,-6.1,39,1246,70.6,3.9,1016.2,1025.4,2346,1019.7,0456,1021.9,10.0,4.6,,,,,,,,,,,-1.1,-11.6,,,,,,,,,,,,,,
245,Á¤À¾,2013-01-15,-2.2,-7.3,0600,3.9,1333,,,,,,,6.9,110,2301,2.3,360,1451,0.6,557,110,-7.8,38,1332,67.4,3.4,1019.7,1027.5,0933,1023.2,1849,1025.4,10.0,8.3,,,,,,,,,,,-1.4,-12.1,,,,,,,,,,,,,,
